17	6784611	6785001	MSTRG.10001.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111409	0.0	0.0	0.0	0.0
1	6543158	6558485	MSTRG.100.1	0.0	0.0	0.0	0.003811	0.0	0.0	0.003445	2.288157	0.298028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.257452	0.0	0.0	0.0	0.0
17	7112113	7112398	MSTRG.10010.1	0.003428	0.0	0.001215	0.001257	0.000485	0.004182	0.003044	0.000514	0.003428	0.0	9.2e-05	0.002277	0.006094	0.020761	0.0	0.021243	0.0	0.0	0.0	0.001202	0.00112	0.0	0.0	0.0
1	104081881	104121219	MSTRG.1001.1	0.0	0.0	0.0	0.0	0.157537	0.0	0.0	0.0	0.0	0.051806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.876253	0.0
17	7183880	7189853	MSTRG.10012.7	0.0	0.0	0.0	0.0474	0.061342	0.180589	0.0	0.202491	0.0	0.0	0.0	0.239173	0.056601	0.452905	0.0	0.119112	0.0	0.0	0.045521	0.077791	1.153761	0.099489	0.049095	0.060375
17	7178395	7180657	MSTRG.10013.1	0.265804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126995	0.0	0.0	0.058042	0.453298	0.0	0.0	0.0	0.0	0.0	0.0	0.150562	2.006187	0.0	0.601659
17	7206551	7216773	MSTRG.10014.1	0.049489	0.0	0.0	0.041718	0.537295	0.0	5.852229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104091	0.0	0.0	0.031812	0.0
17	7206581	7216773	MSTRG.10014.2	0.058606	0.0	0.0	0.0	0.100431	0.0	2.142417	0.0	0.0	0.031918	0.152853	0.0	0.041181	0.222987	0.0	0.0	0.0	0.118971	0.0	0.082317	0.0	0.035231	0.021631	0.041509
17	7209023	7210033	MSTRG.10015.1	1.230316	0.0	0.390245	0.045284	0.332809	0.0	0.474862	0.16941	0.0	0.0	0.418524	0.0	0.269556	2.078279	0.0	0.140824	0.096414	0.0	0.0	0.031158	0.0	0.130789	0.136109	0.451113
17	7389780	7392489	MSTRG.10017.1	0.059452	0.0	0.0	0.0	0.0	1.256431	0.0	0.0	0.0	0.058812	0.0	0.0	0.0	0.099126	0.168355	1.81864	0.0	0.0	0.0	0.0	2.185325	0.0	0.0	0.0
